season,episode,first_bet,multiplicator,bonus,lars_fish,florentin_fish,lars_bet,florentin_bet,result
2,109,l,1,0,0,0,47,140,430
2,109,f,1,0,0,0,37,9,10
2,109,l,1,0,0,0,189,194,1241
2,109,f,1,0,0,0,2,14,12
2,109,l,1,0,0,0,247,14900,995
2,109,f,1,0,0,0,198,1200,925
2,109,f,1,0,0,0,13313,3090,31486
2,109,l,1,0,0,0,15,41,16
2,109,f,1,2,0,1,1044,11500,105
2,109,f,1,0,0,0,12,104,20
2,109,l,1,0,0,0,204,508,797
2,109,f,1,0,0,0,5000,59600,953
2,109,f,1,0,0,0,27,7,14
2,109,l,1,0,1,0,2223,1500,12259
2,109,f,1,0,0,0,58,6,69
2,110,l,1,0,0,0,4,18,148
2,110,f,1,0,0,0,24,133,18
2,110,f,1,2,0,0,3,18,790
2,110,l,1,0,0,0,135,18,16
2,110,f,1,0,0,0,1600,240,8
2,110,l,1,1,1,0,22,5,74111
2,110,f,1,0,0,0,168,49,52
2,110,l,1,0,0,0,333,120,150
2,110,f,2,0,0,1,299,3800,1074
2,110,l,1,0,0,0,27000,260,241
2,111,l,1,0,0,0,17,51,23
2,111,f,1,0,0,0,2999,340,18182
2,111,f,1,2,0,0,66,702,587
2,111,l,1,0,1,0,100,15,22
2,111,l,1,0,0,0,5092,1400000,67765
2,111,f,1,0,0,0,8,28,112
2,111,f,1,0,0,1,96,11,124
2,111,f,1,0,0,0,380,190,19304
2,111,l,1,0,0,0,177,1188,421
2,112,l,1,2,0,0,111,53,2043
2,112,f,1,0,0,0,22,81,12
2,112,l,1,0,0,0,189,320,2586
2,112,f,1,0,0,0,99,15,8909
2,112,l,1,0,0,0,76,1209,883
2,112,f,1,0,0,0,18,9,7
2,112,l,1,0,0,0,2980,11900,18209
2,112,f,1,0,0,0,96,24,65
2,112,f,1,0,0,1,36666,8020,16
2,112,l,1,0,0,0,38,7,27
2,112,f,1,0,0,0,999999,3800000,667
2,112,l,1,0,1,0,799,14400,323216
2,113,l,1,0,0,0,11,35,149
2,113,f,1,0,0,0,699,138,4893
2,113,f,1,0,0,0,12,92,36
2,113,f,1,2,0,0,254,1014,19307
2,113,l,1,0,0,0,7000,2100,166
2,113,f,1,0,0,0,1024,380,240
2,113,l,1,0,0,0,6666,399,14
2,113,f,1,0,0,0,11000,56,2769
2,113,l,1,0,0,0,8,3,41
2,113,f,1,0,0,0,34,105,254
2,113,f,1,0,0,1,87,317,21
2,113,l,1,1,1,0,36000,11900,2737
2,113,f,1,0,0,0,58,27,1759
2,113,f,1,2,0,0,18000,819,8714660
2,113,l,1,0,0,0,4,39,334
2,114,f,1,0,0,1,38838,416,6731
2,114,l,1,1,0,0,14,5,37
2,114,f,1,0,1,0,17717,2426,34908
2,114,l,1,0,0,0,3333,19,340
2,114,l,1,0,0,0,189,23,31
2,114,f,1,0,0,0,27,89,1125
2,114,l,1,0,0,0,49,220,366252
2,114,l,1,0,0,0,98,212,148
2,114,l,1,0,0,0,16000,283,174
2,114,l,1,0,0,0,33333,100,3464
2,114,l,1,0,0,0,19,42612,1038
2,115,f,1,0,0,0,101,413,1003
2,115,f,1,0,0,0,202,73,9912
2,115,l,1,0,0,0,199,17,75
2,115,l,1,0,0,0,4001,11500,19120
2,115,f,1,0,0,0,60,5,5934
2,115,l,1,0,0,0,18075,721,3589
2,115,l,1,0,0,0,4,17,35
2,115,l,1,0,0,0,69,350,4228
2,115,l,1,2,1,0,909,780,613
2,115,l,1,0,0,0,31000,52111,100
2,115,f,1,0,0,1,7,32,1092
2,116,f,1,0,0,0,180,8300,8657
2,116,l,1,0,0,0,11000,280,653
2,116,f,1,0,0,0,49,107,2157
2,116,l,1,0,0,0,239,78,92
2,116,l,1,0,0,0,100000,36,22514
2,116,f,1,0,0,0,188,98,2149
2,116,f,1,0,0,1,3,15,20
2,116,l,1,0,0,0,7,21,1429
2,116,f,1,0,1,0,9,29,1316
2,117,f,1,0,0,0,56,22,39
2,117,l,1,0,0,0,76,428,315
2,117,f,1,0,0,0,28,98,203
2,117,l,1,0,0,0,3600,1200,340
2,117,f,1,0,0,0,33,11,38
2,117,f,2,0,0,1,222,1800,371
2,117,l,1,0,0,0,76,12800,1726611
2,117,l,1,0,1,0,4990,2500,2962
2,118,l,1,0,0,0,79,9,19
2,118,f,1,0,0,0,64,460000,15
2,118,f,1,0,0,0,4,173,6949
2,118,l,1,0,0,0,71,390,5788
2,118,f,1,0,0,0,18,7,14
2,118,l,1,2,1,0,128,90,3579
2,118,l,1,0,0,0,34,4,48
2,118,l,1,0,0,0,196,2604,169695
2,118,f,1,0,0,0,16666,398,813
2,118,l,1,0,0,0,1095,600,15755
2,118,f,1,0,0,0,99,29,45
2,118,f,1,0,0,0,200,75,39792
2,118,f,1,0,0,0,61000,101,357433
2,118,f,1,2,0,1,1111,4800,624
2,119,f,1,0,0,0,30,12,207
2,119,l,1,0,0,0,1980,1630,15027
2,119,f,1,0,0,0,1999,280,908
2,119,l,1,2,0,0,369,210,186684
2,119,f,1,0,0,0,2000,84,6008
2,119,f,1,2,0,0,199,11,34
2,119,l,1,0,0,0,64000,15000000,9362
2,119,l,1,0,1,0,49,120,73457
2,119,f,1,1,0,1,333,1109,121
2,120,l,1,0,0,0,96,306,28069
2,120,f,1,0,0,0,26,13,68
2,120,l,1,0,0,0,18,39,7834
2,120,f,1,0,0,0,400,4,1390
2,120,l,1,2,0,0,14,180,8
2,120,l,1,0,0,0,19000,180,86439
2,120,f,1,0,0,0,4444,293,707
2,120,l,1,0,0,0,66,282,25
2,120,f,1,2,0,1,70,32,103559
2,120,l,1,0,1,0,100,59,5496
2,121,f,1,0,0,0,13,32,3828
2,121,f,1,0,0,0,20,70,5845
2,121,f,2,0,0,0,11111,60000,21385
2,121,l,1,2,0,0,58,210,118
2,121,f,1,0,0,0,48,8,5
2,121,f,1,2,0,0,3600,14,45
2,121,l,1,0,0,0,68,412,13981
2,121,l,1,0,1,0,32000,51000,509
2,121,f,1,0,0,0,3200,382,48
2,121,f,1,0,0,1,18,49,72
2,122,l,1,0,0,0,96000,14004,47303
2,122,f,1,0,0,0,31,161,519
2,122,f,1,0,0,0,333,99,6891
2,122,l,1,0,0,0,79,484,258
2,122,f,1,0,0,0,200,29,1599
2,122,f,1,0,0,0,99,22,1074
2,122,l,1,0,0,0,10,850,1896
2,122,f,1,0,0,0,11333,370,13
2,122,f,1,0,0,0,354,3009,369
2,122,f,1,2,0,1,33333,116444,4284
2,122,l,1,0,1,0,11,8,8645
2,123,l,1,0,0,0,46,113,15
2,123,f,1,0,0,0,149,43,7
2,123,l,1,0,0,0,12,5,8
2,123,f,1,0,0,0,250,93,763
2,123,l,1,0,0,0,12,5,7
2,123,f,1,0,0,0,12,6,33
2,123,l,1,0,0,0,1024,500,37701
2,123,f,1,0,0,0,117,2350,13
2,123,f,1,0,0,1,16,4,75
2,123,l,1,0,0,0,100,1004,9
